Experiment,Treatment,Cycle,Phase,Day,Time,Plate_Dilution ,Volume_plated,Replicate,Plate_label,Plate_type,Phenotype,Predicted_count,Predicted_density,Count,Density,Count_time,Plating_style,Count_type,Notes
2026-01-09_LFC,LFC,1,growth,2,48,6,100,2,LFC T48 R2 -6,Tet50/Rif75,Mut,50,5.00E+08,31,3.10E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,2,48,6,100,3,LFC T48 R3 -6,Tet50/Rif75,Anc,50,5.00E+08,49,4.90E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,2,48,6,100,3,LFC T48 R3 -6,Tet50/Rif75,Mut,50,5.00E+08,16,1.60E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,2,48,6,100,4,LFC T48 R4 -6,Tet50/Rif75,Anc,50,5.00E+08,44,4.40E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,2,48,6,100,4,LFC T48 R4 -6,Tet50/Rif75,Mut,50,5.00E+08,58,5.80E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,2,48,6,100,5,LFC T48 R5 -6,Tet50/Rif75,Anc,50,5.00E+08,42,4.20E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,2,48,6,100,5,LFC T48 R5 -6,Tet50/Rif75,Mut,50,5.00E+08,13,1.30E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,1,LFC T72 R1 -6,Tet50/Rif75,Anc,20,1.00E+08,29,1.45E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,1,LFC T72 R1 -6,Tet50/Rif75,Mut,200,1.00E+09,188,9.40E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,2,LFC T72 R2 -6,Tet50/Rif75,Anc,20,1.00E+08,25,1.25E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,2,LFC T72 R2 -6,Tet50/Rif75,Mut,200,1.00E+09,192,9.60E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,3,LFC T72 R3 -6,Tet50/Rif75,Anc,20,1.00E+08,41,2.05E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,3,LFC T72 R3 -6,Tet50/Rif75,Mut,200,1.00E+09,162,8.10E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,4,LFC T72 R4 -6,Tet50/Rif75,Anc,20,1.00E+08,19,9.50E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,4,LFC T72 R4 -6,Tet50/Rif75,Mut,200,1.00E+09,235,1.18E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,5,LFC T72 R5 -6,Tet50/Rif75,Anc,20,1.00E+08,47,2.35E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,3,72,6,200,5,LFC T72 R5 -6,Tet50/Rif75,Mut,200,1.00E+09,173,8.65E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,1,LFC T96 R1 -5,Tet50/Rif75,Anc,10,1.00E+07,18,1.80E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,1,LFC T96 R1 -5,Tet50/Rif75,Mut,1000,1.00E+09,992,9.92E+08,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,2,LFC T96 R2 -5,Tet50/Rif75,Anc,10,1.00E+07,20,2.00E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,2,LFC T96 R2 -5,Tet50/Rif75,Mut,1000,1.00E+09,1080,1.08E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,3,LFC T96 R3 -5,Tet50/Rif75,Anc,10,1.00E+07,43,4.30E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,3,LFC T96 R3 -5,Tet50/Rif75,Mut,1000,1.00E+09,1054,1.05E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,4,LFC T96 R4 -5,Tet50/Rif75,Anc,10,1.00E+07,11,1.10E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,4,LFC T96 R4 -5,Tet50/Rif75,Mut,1000,1.00E+09,1096,1.10E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,5,LFC T96 R5 -5,Tet50/Rif75,Anc,10,1.00E+07,35,3.50E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,4,96,5,100,5,LFC T96 R5 -5,Tet50/Rif75,Mut,1000,1.00E+09,1260,1.26E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,5,120,5,100,1,LFC T120 R1 -5,Tet50/Rif75,Anc,1,1.00E+06,2,2.00E+06,48,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,growth,5,120,5,100,1,LFC T120 R1 -5,Tet50/Rif75,Mut,1000,1.00E+09,1184,1.18E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,5,120,5,100,2,LFC T120 R2 -5,Tet50/Rif75,Anc,1,1.00E+06,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,growth,5,120,5,100,2,LFC T120 R2 -5,Tet50/Rif75,Mut,1000,1.00E+09,1270,1.27E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,5,120,5,100,3,LFC T120 R3 -5,Tet50/Rif75,Anc,1,1.00E+06,1,1.00E+06,48,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,growth,5,120,5,100,3,LFC T120 R3 -5,Tet50/Rif75,Mut,1000,1.00E+09,1382,1.38E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,5,120,5,100,4,LFC T120 R4 -5,Tet50/Rif75,Anc,1,1.00E+06,2,2.00E+06,48,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,growth,5,120,5,100,4,LFC T120 R4 -5,Tet50/Rif75,Mut,1000,1.00E+09,1176,1.18E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,5,120,5,100,5,LFC T120 R5 -5,Tet50/Rif75,Anc,1,1.00E+06,4,4.00E+06,48,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,growth,5,120,5,100,5,LFC T120 R5 -5,Tet50/Rif75,Mut,1000,1.00E+09,1380,1.38E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,6,144,5,100,1,LFC T144 R1 -5,Tet50/Rif75,Anc,1,1.00E+06,0,0.00E+00,36,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,growth,6,144,5,100,1,LFC T144 R1 -5,Tet50/Rif75,Mut,1000,1.00E+09,1224,1.22E+09,36,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,6,144,5,100,2,LFC T144 R2 -5,Tet50/Rif75,Anc,1,1.00E+06,0,0.00E+00,36,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,growth,6,144,5,100,2,LFC T144 R2 -5,Tet50/Rif75,Mut,1000,1.00E+09,1164,1.16E+09,36,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,6,144,5,100,3,LFC T144 R3 -5,Tet50/Rif75,Anc,1,1.00E+06,1,1.00E+06,36,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,growth,6,144,5,100,3,LFC T144 R3 -5,Tet50/Rif75,Mut,1000,1.00E+09,1548,1.55E+09,36,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,6,144,5,100,4,LFC T144 R4 -5,Tet50/Rif75,Anc,1,1.00E+06,1,1.00E+06,36,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,growth,6,144,5,100,4,LFC T144 R4 -5,Tet50/Rif75,Mut,1000,1.00E+09,1220,1.22E+09,36,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,6,144,5,100,5,LFC T144 R5 -5,Tet50/Rif75,Anc,1,1.00E+06,1,1.00E+06,36,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,growth,6,144,5,100,5,LFC T144 R5 -5,Tet50/Rif75,Mut,1000,1.00E+09,1256,1.26E+09,36,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,7,168,5,100,1,LFC T168 R1 -5,Tet50/Rif75,Anc,1,1.00E+06,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,growth,7,168,5,100,1,LFC T168 R1 -5,Tet50/Rif75,Mut,1000,1.00E+09,1351,1.35E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,7,168,5,100,2,LFC T168 R2 -5,Tet50/Rif75,Anc,1,1.00E+06,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,growth,7,168,5,100,2,LFC T168 R2 -5,Tet50/Rif75,Mut,1000,1.00E+09,1370,1.37E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,7,168,5,100,3,LFC T168 R3 -5,Tet50/Rif75,Anc,1,1.00E+06,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,growth,7,168,5,100,3,LFC T168 R3 -5,Tet50/Rif75,Mut,1000,1.00E+09,1252,1.25E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,7,168,5,100,4,LFC T168 R4 -5,Tet50/Rif75,Anc,1,1.00E+06,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,growth,7,168,5,100,4,LFC T168 R4 -5,Tet50/Rif75,Mut,1000,1.00E+09,1228,1.23E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,growth,7,168,5,100,5,LFC T168 R5 -5,Tet50/Rif75,Anc,1,1.00E+06,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,growth,7,168,5,100,5,LFC T168 R5 -5,Tet50/Rif75,Mut,1000,1.00E+09,1484,1.48E+09,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,168,4,100,1,LFC T168 R1 -4,Nal50,F,100,1.00E+07,214,2.14E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,1,LFC T168 R1 -0,Tet50/Nal50,Anc,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,1,LFC T168 R1 -0,Tet50/Nal50,Mut,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,168,4,100,2,LFC T168 R2 -4,Nal50,F,100,1.00E+07,191,1.91E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,2,LFC T168 R2 -0,Tet50/Nal50,Anc,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,2,LFC T168 R2 -0,Tet50/Nal50,Mut,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,168,4,100,3,LFC T168 R3 -4,Nal50,F,100,1.00E+07,203,2.03E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,3,LFC T168 R3 -0,Tet50/Nal50,Anc,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,3,LFC T168 R3 -0,Tet50/Nal50,Mut,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,168,4,100,4,LFC T168 R4 -4,Nal50,F,100,1.00E+07,217,2.17E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,4,LFC T168 R4 -0,Tet50/Nal50,Anc,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,4,LFC T168 R4 -0,Tet50/Nal50,Mut,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,168,4,100,5,LFC T168 R5 -4,Nal50,F,100,1.00E+07,151,1.51E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,5,LFC T168 R5 -0,Tet50/Nal50,Anc,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,168,0,5,5,LFC T168 R5 -0,Tet50/Nal50,Mut,0,0.00E+00,0,0.00E+00,48,spot,count,
2026-01-09_LFC,LFC,1,conj,7,173,4,300,1,LFC T173 R1 -4,Tet50/Rif75,Anc,1,3.33E+04,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,4,300,1,LFC T173 R1 -4,Tet50/Rif75,Mut,3000,1.00E+08,656,2.19E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,4,100,1,LFC T173 R1 -4,Nal50,F,300,3.00E+07,260,2.60E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,0,500,1,LFC T173 R1 -0,Tet50/Nal50,Anc,10,2.00E+01,3,6.00E+00,72,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,0,500,1,LFC T173 R1 -0,Tet50/Nal50,Mut,100,2.00E+02,61,1.22E+02,72,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,4,300,2,LFC T173 R2 -4,Tet50/Rif75,Anc,1,3.33E+04,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,4,300,2,LFC T173 R2 -4,Tet50/Rif75,Mut,3000,1.00E+08,2236,7.45E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,4,100,2,LFC T173 R2 -4,Nal50,F,300,3.00E+07,351,3.51E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,0,500,2,LFC T173 R2 -0,Tet50/Nal50,Anc,10,2.00E+01,4,8.00E+00,72,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,0,500,2,LFC T173 R2 -0,Tet50/Nal50,Mut,100,2.00E+02,121,2.42E+02,72,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,4,300,3,LFC T173 R3 -4,Tet50/Rif75,Anc,1,3.33E+04,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,4,300,3,LFC T173 R3 -4,Tet50/Rif75,Mut,3000,1.00E+08,1132,3.77E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,4,100,3,LFC T173 R3 -4,Nal50,F,300,3.00E+07,309,3.09E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,0,500,3,LFC T173 R3 -0,Tet50/Nal50,Anc,10,2.00E+01,2,4.00E+00,72,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,0,500,3,LFC T173 R3 -0,Tet50/Nal50,Mut,100,2.00E+02,386,7.72E+02,72,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,4,300,4,LFC T173 R4 -4,Tet50/Rif75,Anc,1,3.33E+04,0,0.00E+00,48,dilution_plate,below_limit,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,4,300,4,LFC T173 R4 -4,Tet50/Rif75,Mut,3000,1.00E+08,992,3.31E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,4,100,4,LFC T173 R4 -4,Nal50,F,300,3.00E+07,208,2.08E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,0,500,4,LFC T173 R4 -0,Tet50/Nal50,Anc,10,2.00E+01,13,2.60E+01,72,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,0,500,4,LFC T173 R4 -0,Tet50/Nal50,Mut,100,2.00E+02,215,4.30E+02,72,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,4,300,5,LFC T173 R5 -4,Tet50/Rif75,Anc,1,3.33E+04,0,0.00E+00,48,dilution_plate,below_limit,checked with streak data
2026-01-09_LFC,LFC,1,conj,7,173,4,300,5,LFC T173 R5 -4,Tet50/Rif75,Mut,3000,1.00E+08,928,3.09E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,4,100,5,LFC T173 R5 -4,Nal50,F,300,3.00E+07,197,1.97E+07,48,dilution_plate,count,
2026-01-09_LFC,LFC,1,conj,7,173,0,500,5,LFC T173 R5 -0,Tet50/Nal50,Anc,10,2.00E+01,1,2.00E+00,72,dilution_plate,count,updated with streak data
2026-01-09_LFC,LFC,1,conj,7,173,0,500,5,LFC T173 R5 -0,Tet50/Nal50,Mut,100,2.00E+02,92,1.84E+02,72,dilution_plate,count,updated with streak data
