"","Time","Cycle","Phase","Cell_types","Density","Host","Genotype"
"63",0.08,1,"immigration","C",999377834.273735,"C","C"
"64",0.09,1,"immigration","A1",534614.787112919,"1","A"
"65",0.09,1,"immigration","M1",533858.690122005,"1","M"
"66",0.09,1,"immigration","F1",0,"1","F"
"67",0.09,1,"immigration","A2",9.60825163068839,"2","A"
"68",0.09,1,"immigration","M2",70.1125493091785,"2","M"
"69",0.09,1,"immigration","F2",9634056.89499133,"2","F"
"70",0.09,1,"immigration","C",999297389.906973,"C","C"
"71",0.1,1,"immigration","A1",538605.843977817,"1","A"
"72",0.1,1,"immigration","M1",537759.531415198,"1","M"
"73",0.1,1,"immigration","F1",0,"1","F"
"74",0.1,1,"immigration","A2",10.7967859516248,"2","A"
"75",0.1,1,"immigration","M2",78.7735497631868,"2","M"
"76",0.1,1,"immigration","F2",9707208.72056416,"2","F"
"77",0.1,1,"immigration","C",999216336.333707,"C","C"
"78",0.11,1,"immigration","A1",542626.692026287,"1","A"
"79",0.11,1,"immigration","M1",541688.872528936,"1","M"
"80",0.11,1,"immigration","F1",0,"1","F"
"81",0.11,1,"immigration","A2",12.0110749536208,"2","A"
"82",0.11,1,"immigration","M2",87.61982036973,"2","M"
"83",0.11,1,"immigration","F2",9780915.86346522,"2","F"
"84",0.11,1,"immigration","C",999134668.941084,"C","C"
"85",0.12,1,"immigration","A1",546677.553584858,"1","A"
"86",0.12,1,"immigration","M1",545646.921637225,"1","M"
"87",0.12,1,"immigration","F1",0,"1","F"
"88",0.12,1,"immigration","A2",13.2515660702978,"2","A"
"89",0.12,1,"immigration","M2",96.6545416449022,"2","M"
"90",0.12,1,"immigration","F2",9855182.5373344,"2","F"
"91",0.12,1,"immigration","C",999052383.081336,"C","C"
"92",0.13,1,"immigration","A1",550758.652638484,"1","A"
"93",0.13,1,"immigration","M1",549633.888433933,"1","M"
"94",0.13,1,"immigration","F1",0,"1","F"
"95",0.13,1,"immigration","A2",14.5187139318529,"2","A"
"96",0.13,1,"immigration","M2",105.880944716552,"2","M"
"97",0.13,1,"immigration","F2",9930012.9877543,"2","F"
"98",0.13,1,"immigration","C",998969474.071515,"C","C"
"99",0.14,1,"immigration","A1",554870.21484291,"1","A"
"100",0.14,1,"immigration","M1",553649.984143874,"1","M"
"101",0.14,1,"immigration","F1",0,"1","F"
"102",0.14,1,"immigration","A2",15.8129804770547,"2","A"
"103",0.14,1,"immigration","M2",115.302312104593,"2","M"
"104",0.14,1,"immigration","F2",10005411.492492,"2","F"
"105",0.14,1,"immigration","C",998885937.193229,"C","C"
"106",0.15,1,"immigration","A1",559012.467537119,"1","A"
"107",0.15,1,"immigration","M1",557695.421533976,"1","M"
"108",0.15,1,"immigration","F1",0,"1","F"
"109",0.15,1,"immigration","A2",17.1348350669559,"2","A"
"110",0.15,1,"immigration","M2",124.921978513187,"2","M"
"111",0.15,1,"immigration","F2",10081382.3617424,"2","F"
"112",0.15,1,"immigration","C",998801767.692373,"C","C"
"113",0.16,1,"immigration","A1",563185.639755875,"1","A"
"114",0.16,1,"immigration","M1",561770.414924527,"1","M"
"115",0.16,1,"immigration","F1",0,"1","F"
"116",0.16,1,"immigration","A2",18.4847546003472,"2","A"
"117",0.16,1,"immigration","M2",134.743331634962,"2","M"
"118",0.16,1,"immigration","F2",10157929.938374,"2","F"
"119",0.16,1,"immigration","C",998716960.778859,"C","C"
"120",0.17,1,"immigration","A1",567389.962242362,"1","A"
"121",0.17,1,"immigration","M1",565875.180200503,"1","M"
"122",0.17,1,"immigration","F1",0,"1","F"
"123",0.17,1,"immigration","A2",19.8632236309818,"2","A"
"124",0.17,1,"immigration","M2",144.769812967472,"2","M"
"125",0.17,1,"immigration","F2",10235058.5981755,"2","F"
"126",0.17,1,"immigration","C",998631511.626345,"C","C"
"127",0.18,1,"immigration","A1",571625.667460917,"1","A"
"128",0.18,1,"immigration","M1",570009.934822981,"1","M"
"129",0.18,1,"immigration","F1",0,"1","F"
"130",0.18,1,"immigration","A2",21.2707344865941,"2","A"
"131",0.18,1,"immigration","M2",155.004918642052,"2","M"
"132",0.18,1,"immigration","F2",10312772.7501053,"2","F"
"133",0.18,1,"immigration","C",998545415.371958,"C","C"
"134",0.19,1,"immigration","A1",575892.989609851,"1","A"
"135",0.19,1,"immigration","M1",574174.897840635,"1","M"
"136",0.19,1,"immigration","F1",0,"1","F"
"137",0.19,1,"immigration","A2",22.7077873897429,"2","A"
"138",0.19,1,"immigration","M2",165.45220026529,"2","M"
"139",0.19,1,"immigration","F2",10391076.8365425,"2","F"
"140",0.19,1,"immigration","C",998458667.116019,"C","C"
"141",0.2,1,"immigration","A1",580192.164634372,"1","A"
"142",0.2,1,"immigration","M1",578370.289901311,"1","M"
"143",0.2,1,"immigration","F1",0,"1","F"
"144",0.2,1,"immigration","A2",24.1748905805048,"2","A"
"145",0.2,1,"immigration","M2",176.115265773282,"2","M"
"146",0.2,1,"immigration","F2",10469975.3335394,"2","F"
"147",0.2,1,"immigration","C",998371261.921769,"C","C"
"148",0.21,1,"immigration","A1",584523.430239604,"1","A"
"149",0.21,1,"immigration","M1",582596.33326369,"1","M"
"150",0.21,1,"immigration","F1",0,"1","F"
"151",0.21,1,"immigration","A2",25.6725604410467,"2","A"
"152",0.21,1,"immigration","M2",186.997780298865,"2","M"
"153",0.21,1,"immigration","F2",10549472.7510763,"2","F"
"154",0.21,1,"immigration","C",998283194.81508,"C","C"
"155",0.22,1,"immigration","A1",588887.025903699,"1","A"
"156",0.22,1,"immigration","M1",586853.251809039,"1","M"
"157",0.22,1,"immigration","F1",0,"1","F"
"158",0.22,1,"immigration","A2",27.2013216221063,"2","A"
"159",0.22,1,"immigration","M2",198.103467052047,"2","M"
"160",0.22,1,"immigration","F2",10629573.6333186,"2","F"
"161",0.22,1,"immigration","C",998194460.78418,"C","C"
"162",0.23,1,"immigration","A1",593283.192891047,"1","A"
"163",0.23,1,"immigration","M1",591141.27105304,"1","M"
"164",0.23,1,"immigration","F1",0,"1","F"
"165",0.23,1,"immigration","A2",28.761707171409,"2","A"
"166",0.23,1,"immigration","M2",209.436108213799,"2","M"
"167",0.23,1,"immigration","F2",10710282.5588748,"2","F"
"168",0.23,1,"immigration","C",998105054.779366,"C","C"
"169",0.24,1,"immigration","A1",597712.174265591,"1","A"
"170",0.24,1,"immigration","M1",595460.618157709,"1","M"
"171",0.24,1,"immigration","F1",0,"1","F"
"172",0.24,1,"immigration","A2",30.3542586640502,"2","A"
"173",0.24,1,"immigration","M2",220.999545843441,"2","M"
"174",0.24,1,"immigration","F2",10791604.1410575,"2","F"
"175",0.24,1,"immigration","C",998014971.712715,"C","C"
"176",0.25,1,"immigration","A1",602174.214904229,"1","A"
"177",0.25,1,"immigration","M1",599811.521943404,"1","M"
"178",0.25,1,"immigration","F1",0,"1","F"
"179",0.25,1,"immigration","A2",31.9795263348753,"2","A"
"180",0.25,1,"immigration","M2",232.797682799814,"2","M"
"181",0.25,1,"immigration","F2",10873543.0281454,"2","F"
"182",0.25,1,"immigration","C",997924206.457798,"C","C"
"183",0.26,1,"immigration","A1",606669.561510328,"1","A"
"184",0.26,1,"immigration","M1",604194.212900915,"1","M"
"185",0.26,1,"immigration","F1",0,"1","F"
"186",0.26,1,"immigration","A2",33.6380692128837,"2","A"
"187",0.26,1,"immigration","M2",244.834483676439,"2","M"
"188",0.26,1,"immigration","F2",10956103.9036485,"2","F"
"189",0.26,1,"immigration","C",997832753.849387,"C","C"
"190",0.27,1,"immigration","A1",611198.462627328,"1","A"
"191",0.27,1,"immigration","M1",608608.92320365,"1","M"
"192",0.27,1,"immigration","F1",0,"1","F"
"193",0.27,1,"immigration","A2",35.3304552576921,"2","A"
"194",0.27,1,"immigration","M2",257.113975750901,"2","M"
"195",0.27,1,"immigration","F2",11039291.486574,"2","F"
"196",0.27,1,"immigration","C",997740608.683164,"C","C"
"197",0.28,1,"immigration","A1",615761.168652456,"1","A"
"198",0.28,1,"immigration","M1",613055.886719898,"1","M"
"199",0.28,1,"immigration","F1",0,"1","F"
"200",0.28,1,"immigration","A2",37.0572614980844,"2","A"
"201",0.28,1,"immigration","M2",269.640249948636,"2","M"
"202",0.28,1,"immigration","F2",11123110.5316948,"2","F"
"203",0.28,1,"immigration","C",997647765.715421,"C","C"
"204",0.29,1,"immigration","A1",620357.931850536,"1","A"
"205",0.29,1,"immigration","M1",617535.339025193,"1","M"
"206",0.29,1,"immigration","F1",0,"1","F"
"207",0.29,1,"immigration","A2",38.8190741726828,"2","A"
"208",0.29,1,"immigration","M2",282.417461821374,"2","M"
"209",0.29,1,"immigration","F2",11207565.8298204,"2","F"
"210",0.29,1,"immigration","C",997554219.662768,"C","C"
"211",0.3,1,"immigration","A1",624989.006367903,"1","A"
"212",0.3,1,"immigration","M1",622047.517414758,"1","M"
"213",0.3,1,"immigration","F1",0,"1","F"
"214",0.3,1,"immigration","A2",40.616488872771,"2","A"
"215",0.3,1,"immigration","M2",295.449832540433,"2","M"
"216",0.3,1,"immigration","F2",11292662.2080692,"2","F"
"217",0.3,1,"immigration","C",997459965.201827,"C","C"
"218",0.31,1,"immigration","A1",629654.648246421,"1","A"
"219",0.31,1,"immigration","M1",626592.66091605,"1","M"
"220",0.31,1,"immigration","F1",0,"1","F"
"221",0.31,1,"immigration","A2",42.4501106873016,"2","A"
"222",0.31,1,"immigration","M2",308.741649905112,"2","M"
"223",0.31,1,"immigration","F2",11378404.5301429,"2","F"
"224",0.31,1,"immigration","C",997364996.968934,"C","C"
"225",0.32,1,"immigration","A1",634355.115437607,"1","A"
"226",0.32,1,"immigration","M1",631171.010301387,"1","M"
"227",0.32,1,"immigration","F1",0,"1","F"
"228",0.32,1,"immigration","A2",44.3205543501235,"2","A"
"229",0.32,1,"immigration","M2",322.297269366385,"2","M"
"230",0.32,1,"immigration","F2",11464797.6966035,"2","F"
"231",0.32,1,"immigration","C",997269309.559834,"C","C"
"232",0.33,1,"immigration","A1",639090.667816857,"1","A"
"233",0.33,1,"immigration","M1",635782.808100668,"1","M"
"234",0.33,1,"immigration","F1",0,"1","F"
"235",0.33,1,"immigration","A2",46.2284443894593,"2","A"
"236",0.33,1,"immigration","M2",336.121115066149,"2","M"
"237",0.33,1,"immigration","F2",11551846.6451519,"2","F"
"238",0.33,1,"immigration","C",997172897.529371,"C","C"
"239",0.34,1,"immigration","A1",643861.567197777,"1","A"
"240",0.34,1,"immigration","M1",640428.298614195,"1","M"
"241",0.34,1,"immigration","F1",0,"1","F"
"242",0.34,1,"immigration","A2",48.1744152796699,"2","A"
"243",0.34,1,"immigration","M2",350.217680892258,"2","M"
"244",0.34,1,"immigration","F2",11639556.3509087,"2","F"
"245",0.34,1,"immigration","C",997075755.391183,"C","C"
"246",0.35,1,"immigration","A1",648668.077346626,"1","A"
"247",0.35,1,"immigration","M1",645107.727925573,"1","M"
"248",0.35,1,"immigration","F1",0,"1","F"
"249",0.35,1,"immigration","A2",50.1591115953402,"2","A"
"250",0.35,1,"immigration","M2",364.591531549563,"2","M"
"251",0.35,1,"immigration","F2",11727931.8266972,"2","F"
"252",0.35,1,"immigration","C",996977877.617388,"C","C"
"253",0.36,1,"immigration","A1",653510.463996859,"1","A"
"254",0.36,1,"immigration","M1",649821.343914719,"1","M"
"255",0.36,1,"immigration","F1",0,"1","F"
"256",0.36,1,"immigration","A2",52.1831881677202,"2","A"
"257",0.36,1,"immigration","M2",379.247303647233,"2","M"
"258",0.36,1,"immigration","F2",11816978.1233286,"2","F"
"259",0.36,1,"immigration","C",996879258.638268,"C","C"
"260",0.37,1,"immigration","A1",658388.994863787,"1","A"
"261",0.37,1,"immigration","M1",654569.396270952,"1","M"
"262",0.37,1,"immigration","F1",0,"1","F"
"263",0.37,1,"immigration","A2",54.2473102435585,"2","A"
"264",0.37,1,"immigration","M2",394.189706802564,"2","M"
"265",0.37,1,"immigration","F2",11906700.3298889,"2","F"
"266",0.37,1,"immigration","C",996779892.841959,"C","C"
"267",0.38,1,"immigration","A1",663303.939659334,"1","A"
"268",0.38,1,"immigration","M1",659352.13650619,"1","M"
"269",0.38,1,"immigration","F1",0,"1","F"
"270",0.38,1,"immigration","A2",56.3521536463643,"2","A"
"271",0.38,1,"immigration","M2",409.423524761566,"2","M"
"272",0.38,1,"immigration","F2",11997103.5740288,"2","F"
"273",0.38,1,"immigration","C",996679774.574127,"C","C"
"274",0.39,1,"immigration","A1",668255.570106915,"1","A"
"275",0.39,1,"immigration","M1",664169.817968234,"1","M"
"276",0.39,1,"immigration","F1",0,"1","F"
"277",0.39,1,"immigration","A2",58.4984049401338,"2","A"
"278",0.39,1,"immigration","M2",424.953616536543,"2","M"
"279",0.39,1,"immigration","F2",12088193.0222548,"2","F"
"280",0.39,1,"immigration","C",996578898.137649,"C","C"
"281",0.4,1,"immigration","A1",673244.15995642,"1","A"
"282",0.4,1,"immigration","M1",669022.695854157,"1","M"
"283",0.4,1,"immigration","F1",0,"1","F"
"284",0.4,1,"immigration","A2",60.68676159558,"2","A"
"285",0.4,1,"immigration","M2",440.784917560955,"2","M"
"286",0.4,1,"immigration","F2",12179973.8802231,"2","F"
"287",0.4,1,"immigration","C",996477257.792287,"C","C"
"288",0.41,1,"immigration","A1",678269.984999307,"1","A"
"289",0.41,1,"immigration","M1",673911.02722378,"1","M"
"290",0.41,1,"immigration","F1",0,"1","F"
"291",0.41,1,"immigration","A2",62.9179321589028,"2","A"
"292",0.41,1,"immigration","M2",456.922440861802,"2","M"
"293",0.41,1,"immigration","F2",12272451.3930359,"2","F"
"294",0.41,1,"immigration","C",996374847.754368,"C","C"
"295",0.42,1,"immigration","A1",683333.323083812,"1","A"
"296",0.42,1,"immigration","M1",678835.071013254,"1","M"
"297",0.42,1,"immigration","F1",0,"1","F"
"298",0.42,1,"immigration","A2",65.1926364231384,"2","A"
"299",0.42,1,"immigration","M2",473.371278249807,"2","M"
"300",0.42,1,"immigration","F2",12365630.845539,"2","F"
"301",0.42,1,"immigration","C",996271662.196449,"C","C"
"302",0.43,1,"immigration","A1",688434.454130265,"1","A"
"303",0.43,1,"immigration","M1",683795.088048739,"1","M"
"304",0.43,1,"immigration","F1",0,"1","F"
"305",0.43,1,"immigration","A2",67.5116056021267,"2","A"
"306",0.43,1,"immigration","M2",490.136601527656,"2","M"
"307",0.43,1,"immigration","F2",12459517.5626229,"2","F"
"308",0.43,1,"immigration","C",996167695.246991,"C","C"
"309",0.44,1,"immigration","A1",693573.660146532,"1","A"
"310",0.44,1,"immigration","M1",688791.341060182,"1","M"
"311",0.44,1,"immigration","F1",0,"1","F"
"312",0.44,1,"immigration","A2",69.8755825071379,"2","A"
"313",0.44,1,"immigration","M2",507.223663716586,"2","M"
"314",0.44,1,"immigration","F2",12554116.9095249,"2","F"
"315",0.44,1,"immigration","C",996062940.990022,"C","C"
"316",0.45,1,"immigration","A1",698751.225243557,"1","A"
"317",0.45,1,"immigration","M1",693824.094695194,"1","M"
"318",0.45,1,"immigration","F1",0,"1","F"
"319",0.45,1,"immigration","A2",72.2853217261959,"2","A"
"320",0.45,1,"immigration","M2",524.637800301574,"2","M"
"321",0.45,1,"immigration","F2",12649434.2921347,"2","F"
"322",0.45,1,"immigration","C",995957393.464805,"C","C"
"323",0.46,1,"immigration","A1",703967.435651027,"1","A"
"324",0.46,1,"immigration","M1",698893.615533027,"1","M"
"325",0.46,1,"immigration","F1",0,"1","F"
"326",0.46,1,"immigration","A2",74.741589806143,"2","A"
"327",0.46,1,"immigration","M2",542.38443049543,"2","M"
"328",0.46,1,"immigration","F2",12745475.157301,"2","F"
"329",0.46,1,"immigration","C",995851046.665495,"C","C"
"330",0.47,1,"immigration","A1",709222.57973316,"1","A"
"331",0.47,1,"immigration","M1",704000.17209866,"1","M"
"332",0.47,1,"immigration","F1",0,"1","F"
"333",0.47,1,"immigration","A2",77.2451654374845,"2","A"
"334",0.47,1,"immigration","M2",560.46905852207,"2","M"
"335",0.47,1,"immigration","F2",12842244.9931418,"2","F"
"336",0.47,1,"immigration","C",995743894.540802,"C","C"
"337",0.48,1,"immigration","A1",714516.948004592,"1","A"
"338",0.48,1,"immigration","M1",709144.034876977,"1","M"
"339",0.48,1,"immigration","F1",0,"1","F"
"340",0.48,1,"immigration","A2",79.7968396420573,"2","A"
"341",0.48,1,"immigration","M2",578.897274919256,"2","M"
"342",0.48,1,"immigration","F2",12939749.3293558,"2","F"
"343",0.48,1,"immigration","C",995635930.993648,"C","C"
"344",0.49,1,"immigration","A1",719850.833146404,"1","A"
"345",0.49,1,"immigration","M1",714325.476327052,"1","M"
"346",0.49,1,"immigration","F1",0,"1","F"
"347",0.49,1,"immigration","A2",82.3974159635637,"2","A"
"348",0.49,1,"immigration","M2",597.674757861109,"2","M"
"349",0.49,1,"immigration","F2",13037993.7375368,"2","F"
"350",0.49,1,"immigration","C",995527149.880816,"C","C"
"351",0.5,1,"immigration","A1",725224.53002225,"1","A"
"352",0.5,1,"immigration","M1",719544.770896543,"1","M"
"353",0.5,1,"immigration","F1",0,"1","F"
"354",0.5,1,"immigration","A2",85.0477106610166,"2","A"
"355",0.5,1,"immigration","M2",616.807274500676,"2","M"
"356",0.5,1,"immigration","F2",13136983.8314904,"2","F"
"357",0.5,1,"immigration","C",995417545.012606,"C","C"
"358",0.51,1,"immigration","A1",730638.335694613,"1","A"
"359",0.51,1,"immigration","M1",724802.195036185,"1","M"
"360",0.51,1,"immigration","F1",0,"1","F"
"361",0.51,1,"immigration","A2",87.7485529051365,"2","A"
"362",0.51,1,"immigration","M2",636.300682332875,"2","M"
"363",0.51,1,"immigration","F2",13236725.267553,"2","F"
"364",0.51,1,"immigration","C",995307110.152481,"C","C"
"365",0.52,1,"immigration","A1",736092.549441184,"1","A"
"366",0.52,1,"immigration","M1",730098.027214388,"1","M"
"367",0.52,1,"immigration","F1",0,"1","F"
"368",0.52,1,"immigration","A2",90.5007849777489,"2","A"
"369",0.52,1,"immigration","M2",656.16093057811,"2","M"
"370",0.52,1,"immigration","F2",13337223.7449132,"2","F"
"371",0.52,1,"immigration","C",995195839.016716,"C","C"
"372",0.53,1,"immigration","A1",741587.472771358,"1","A"
"373",0.53,1,"immigration","M1",735432.547931943,"1","M"
"374",0.53,1,"immigration","F1",0,"1","F"
"375",0.53,1,"immigration","A2",93.305262474225,"2","A"
"376",0.53,1,"immigration","M2",676.394061586876,"2","M"
"377",0.53,1,"immigration","F2",13438485.0059354,"2","F"
"378",0.53,1,"immigration","C",995083725.274037,"C","C"
"379",0.54,1,"immigration","A1",747123.409442851,"1","A"
"380",0.54,1,"immigration","M1",740806.039736836,"1","M"
"381",0.54,1,"immigration","F1",0,"1","F"
"382",0.54,1,"immigration","A2",96.1628545090132,"2","A"
"383",0.54,1,"immigration","M2",697.006212265669,"2","M"
"384",0.54,1,"immigration","F2",13540514.8364867,"2","F"
"385",0.54,1,"immigration","C",994970762.545267,"C","C"
"386",0.55,1,"immigration","A1",752700.665478446,"1","A"
"387",0.55,1,"immigration","M1",746218.787239167,"1","M"
"388",0.55,1,"immigration","F1",0,"1","F"
"389",0.55,1,"immigration","A2",99.0744439243078,"2","A"
"390",0.55,1,"immigration","M2",718.003615524524,"2","M"
"391",0.55,1,"immigration","F2",13643319.0662646,"2","F"
"392",0.55,1,"immigration","C",994856944.402958,"C","C"
"393",0.56,1,"immigration","A1",758319.549182861,"1","A"
"394",0.56,1,"immigration","M1",751671.077126179,"1","M"
"395",0.56,1,"immigration","F1",0,"1","F"
"396",0.56,1,"immigration","A2",102.040927501903,"2","A"
"397",0.56,1,"immigration","M2",739.392601746509,"2","M"
"398",0.56,1,"immigration","F2",13746903.5691292,"2","F"
"399",0.56,1,"immigration","C",994742264.371032,"C","C"
"400",0.57,1,"immigration","A1",763980.37115974,"1","A"
"401",0.57,1,"immigration","M1",757163.198177398,"1","M"
"402",0.57,1,"immigration","F1",0,"1","F"
"403",0.57,1,"immigration","A2",105.063216178278,"2","A"
"404",0.57,1,"immigration","M2",761.179600279504,"2","M"
"405",0.57,1,"immigration","F2",13851274.2634363,"2","F"
"406",0.57,1,"immigration","C",994626715.92441,"C","C"
"407",0.58,1,"immigration","A1",769683.444328775,"1","A"
"408",0.58,1,"immigration","M1",762695.441279877,"1","M"
"409",0.58,1,"immigration","F1",0,"1","F"
"410",0.58,1,"immigration","A2",108.142235262971,"2","A"
"411",0.58,1,"immigration","M2",783.371140950608,"2","M"
"412",0.58,1,"immigration","F2",13956437.1123736,"2","F"
"413",0.58,1,"immigration","C",994510292.488641,"C","C"
"414",0.59,1,"immigration","A1",775429.083942947,"1","A"
"415",0.59,1,"immigration","M1",768268.099443555,"1","M"
"416",0.59,1,"immigration","F1",0,"1","F"
"417",0.59,1,"immigration","A2",111.278924660274,"2","A"
"418",0.59,1,"immigration","M2",805.973855603504,"2","M"
"419",0.59,1,"immigration","F2",14062398.1242995,"2","F"
"420",0.59,1,"immigration","C",994392987.439533,"C","C"
"421",0.6,1,"immigration","A1",781217.607605907,"1","A"
"422",0.6,1,"immigration","M1",773881.467816733,"1","M"
"423",0.6,1,"immigration","F1",0,"1","F"
"424",0.6,1,"immigration","A2",114.474239094324,"2","A"
"425",0.6,1,"immigration","M2",828.994479659146,"2","M"
"426",0.6,1,"immigration","F2",14169163.3530846,"2","F"
"427",0.6,1,"immigration","C",994274794.102774,"C","C"
"428",0.61,1,"immigration","A1",787049.335289473,"1","A"
"429",0.61,1,"immigration","M1",779535.843701647,"1","M"
"430",0.61,1,"immigration","F1",0,"1","F"
"431",0.61,1,"immigration","A2",117.729148337616,"2","A"
"432",0.61,1,"immigration","M2",852.439853700106,"2","M"
"433",0.61,1,"immigration","F2",14276738.8984549,"2","F"
"434",0.61,1,"immigration","C",994155705.753552,"C","C"
"435",0.62,1,"immigration","A1",792924.589351267,"1","A"
"436",0.62,1,"immigration","M1",785231.526570173,"1","M"
"437",0.62,1,"immigration","F1",0,"1","F"
"438",0.62,1,"immigration","A2",121.044637443009,"2","A"
"439",0.62,1,"immigration","M2",876.316925078947,"2","M"
"440",0.62,1,"immigration","F2",14385130.9063388,"2","F"
"441",0.62,1,"immigration","C",994035715.616177,"C","C"
"442",0.63,1,"immigration","A1",798843.694552478,"1","A"
"443",0.63,1,"immigration","M1",790968.81807963,"1","M"
"444",0.63,1,"immigration","F1",0,"1","F"
"445",0.63,1,"immigration","A2",124.421706979272,"2","A"
"446",0.63,1,"immigration","M2",900.632749550982,"2","M"
"447",0.63,1,"immigration","F2",14494345.5692158,"2","F"
"448",0.63,1,"immigration","C",993914816.863695,"C","C"
"449",0.64,1,"immigration","A1",804806.978075757,"1","A"
"450",0.64,1,"immigration","M1",796748.022088709,"1","M"
"451",0.64,1,"immigration","F1",0,"1","F"
"452",0.64,1,"immigration","A2",127.861373270217,"2","A"
"453",0.64,1,"immigration","M2",925.394492931789,"2","M"
"454",0.64,1,"immigration","F2",14604389.1264682,"2","F"
"455",0.64,1,"immigration","C",993793002.617501,"C","C"
"456",0.65,1,"immigration","A1",810814.769543247,"1","A"
"457",0.65,1,"immigration","M1",802569.444673512,"1","M"
"458",0.65,1,"immigration","F1",0,"1","F"
"459",0.65,1,"immigration","A2",131.364668637483,"2","A"
"460",0.65,1,"immigration","M2",950.609432779857,"2","M"
"461",0.65,1,"immigration","F2",14715267.8647351,"2","F"
"462",0.65,1,"immigration","C",993670265.946946,"C","C"
"463",0.66,1,"immigration","A1",816867.401034745,"1","A"
"464",0.66,1,"immigration","M1",808433.394143705,"1","M"
"465",0.66,1,"immigration","F1",0,"1","F"
"466",0.66,1,"immigration","A2",134.932641647025,"2","A"
"467",0.66,1,"immigration","M2",976.284960104738,"2","M"
"468",0.66,1,"immigration","F2",14826988.11827,"2","F"
"469",0.66,1,"immigration","C",993546599.868949,"C","C"
"470",0.67,1,"immigration","A1",822965.207105999,"1","A"
"471",0.67,1,"immigration","M1",814340.1810588,"1","M"
"472",0.67,1,"immigration","F1",0,"1","F"
"473",0.67,1,"immigration","A2",138.566357359356,"2","A"
"474",0.67,1,"immigration","M2",1002.4285811011,"2","M"
"475",0.67,1,"immigration","F2",14939556.2692995,"2","F"
