...1,Time,Cycle,Phase,Cell_types,Density,Host,Genotype,Genotype_plot
5604,8,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
5605,8,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
5606,8,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
6301,9,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
6302,9,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
6303,9,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
6304,9,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
6305,9,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
6306,9,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
7001,10,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
7002,10,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
7003,10,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
7004,10,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
7005,10,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
7006,10,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
7701,11,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
7702,11,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
7703,11,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
7704,11,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
7705,11,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
7706,11,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
8401,12,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
8402,12,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
8403,12,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
8404,12,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
8405,12,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
8406,12,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
9101,13,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
9102,13,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
9103,13,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
9104,13,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
9105,13,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
9106,13,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
9801,14,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
9802,14,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
9803,14,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
9804,14,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
9805,14,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
9806,14,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
10501,15,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
10502,15,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
10503,15,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
10504,15,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
10505,15,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
10506,15,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
11201,16,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
11202,16,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
11203,16,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
11204,16,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
11205,16,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
11206,16,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
11901,17,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
11902,17,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
11903,17,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
11904,17,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
11905,17,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
11906,17,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
12601,18,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
12602,18,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
12603,18,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
12604,18,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
12605,18,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
12606,18,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
13301,19,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
13302,19,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
13303,19,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
13304,19,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
13305,19,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
13306,19,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
14001,20,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
14002,20,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
14003,20,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
14004,20,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
14005,20,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
14006,20,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
14701,21,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
14702,21,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
14703,21,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
14704,21,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
14705,21,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
14706,21,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
15401,22,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
15402,22,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
15403,22,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
15404,22,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
15405,22,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
15406,22,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
16101,23,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
16102,23,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
16103,23,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
16104,23,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
16105,23,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
16106,23,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
16801,24,1,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
16802,24,1,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
16803,24,1,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
16804,24,1,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
16805,24,1,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
16806,24,1,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
16808,24,2,immigration,A1,47275426.3542845,rifR,Ancestor,Ancestor
16809,24,2,immigration,M1,42940029.1013081,rifR,Mutant,Mutant
16810,24,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
16811,24,2,immigration,A2,1229917.78205909,nalR,Ancestor,Ancestor
16812,24,2,immigration,M2,8861462.1495054,nalR,Mutant,Mutant
16813,24,2,immigration,F2,909693164.612842,nalR,Plasmid-free,Plasmid-free
16815,24,2,immigration,A1,47275.4263542845,rifR,Ancestor,Ancestor
16816,24,2,immigration,M1,42940.0291013081,rifR,Mutant,Mutant
16817,24,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
16818,24,2,immigration,A2,1229.91778205909,nalR,Ancestor,Ancestor
16819,24,2,immigration,M2,8861.4621495054,nalR,Mutant,Mutant
16820,24,2,immigration,F2,9909693.16461284,nalR,Plasmid-free,Plasmid-free
17515,25,2,immigration,A1,99456.1004397871,rifR,Ancestor,Ancestor
17516,25,2,immigration,M1,88926.0842055841,rifR,Mutant,Mutant
17517,25,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
17518,25,2,immigration,A2,2619.86342136552,nalR,Ancestor,Ancestor
17519,25,2,immigration,M2,18600.7666615521,nalR,Mutant,Mutant
17520,25,2,immigration,F2,21115346.1021187,nalR,Plasmid-free,Plasmid-free
18215,26,2,immigration,A1,209205.04327483,rifR,Ancestor,Ancestor
18216,26,2,immigration,M1,184137.36207676,rifR,Mutant,Mutant
18217,26,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
18218,26,2,immigration,A2,5656.17253575985,nalR,Ancestor,Ancestor
18219,26,2,immigration,M2,39619.606913549,nalR,Mutant,Mutant
18220,26,2,immigration,F2,44985615.9155648,nalR,Plasmid-free,Plasmid-free
18915,27,2,immigration,A1,439934.823593207,rifR,Ancestor,Ancestor
18916,27,2,immigration,M1,381182.326941019,rifR,Mutant,Mutant
18917,27,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
18918,27,2,immigration,A2,12545.6403955355,nalR,Ancestor,Ancestor
18919,27,2,immigration,M2,86917.632723908,nalR,Mutant,Mutant
18920,27,2,immigration,F2,95809640.2317825,nalR,Plasmid-free,Plasmid-free
19615,28,2,immigration,A1,924492.135100933,rifR,Ancestor,Ancestor
19616,28,2,immigration,M1,788548.906463972,rifR,Mutant,Mutant
19617,28,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
19618,28,2,immigration,A2,29281.5136416118,nalR,Ancestor,Ancestor
19619,28,2,immigration,M2,201727.301975354,nalR,Mutant,Mutant
19620,28,2,immigration,F2,203896713.817286,nalR,Plasmid-free,Plasmid-free
20315,29,2,immigration,A1,1938830.22233156,rifR,Ancestor,Ancestor
20316,29,2,immigration,M1,1628038.58529367,rifR,Mutant,Mutant
20317,29,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
20318,29,2,immigration,A2,74441.7253650812,nalR,Ancestor,Ancestor
20319,29,2,immigration,M2,515829.545057164,nalR,Mutant,Mutant
20320,29,2,immigration,F2,432969603.19531,nalR,Plasmid-free,Plasmid-free
21015,30,2,immigration,A1,4010543.03370016,rifR,Ancestor,Ancestor
21016,30,2,immigration,M1,3316297.20535696,rifR,Mutant,Mutant
21017,30,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
21018,30,2,immigration,A2,210287.008343929,nalR,Ancestor,Ancestor
21019,30,2,immigration,M2,1500773.36952345,nalR,Mutant,Mutant
21020,30,2,immigration,F2,906354148.650075,nalR,Plasmid-free,Plasmid-free
21715,31,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
21716,31,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
21717,31,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
21718,31,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
21719,31,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
21720,31,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
22415,32,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
22416,32,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
22417,32,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
22418,32,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
22419,32,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
22420,32,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
23115,33,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
23116,33,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
23117,33,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
23118,33,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
23119,33,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
23120,33,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
23815,34,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
23816,34,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
23817,34,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
23818,34,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
23819,34,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
23820,34,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
24515,35,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
24516,35,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
24517,35,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
24518,35,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
24519,35,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
24520,35,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
25215,36,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
25216,36,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
25217,36,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
25218,36,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
25219,36,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
25220,36,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
25915,37,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
25916,37,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
25917,37,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
25918,37,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
25919,37,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
25920,37,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
26615,38,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
26616,38,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
26617,38,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
26618,38,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
26619,38,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
26620,38,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
27315,39,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
27316,39,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
27317,39,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
27318,39,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
27319,39,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
27320,39,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
28015,40,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
28016,40,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
28017,40,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
28018,40,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
28019,40,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
28020,40,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
28715,41,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
28716,41,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
28717,41,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
28718,41,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
28719,41,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
28720,41,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
29415,42,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
29416,42,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
29417,42,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
29418,42,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
29419,42,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
29420,42,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
30115,43,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
30116,43,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
30117,43,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
30118,43,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
30119,43,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
30120,43,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
30815,44,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
30816,44,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
30817,44,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
30818,44,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
30819,44,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
30820,44,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
31515,45,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
31516,45,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
31517,45,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
31518,45,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
31519,45,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
31520,45,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
32215,46,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
32216,46,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
32217,46,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
32218,46,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
32219,46,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
32220,46,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
32915,47,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
32916,47,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
32917,47,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
32918,47,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
32919,47,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
32920,47,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
33615,48,2,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
33616,48,2,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
33617,48,2,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
33618,48,2,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
33619,48,2,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
33620,48,2,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
33622,48,3,immigration,A1,4417854.84953217,rifR,Ancestor,Ancestor
33623,48,3,immigration,M1,3645631.88427247,rifR,Mutant,Mutant
33624,48,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
33625,48,3,immigration,A2,244027.679022604,nalR,Ancestor,Ancestor
33626,48,3,immigration,M2,1753687.42413856,nalR,Mutant,Mutant
33627,48,3,immigration,F2,999948798.163034,nalR,Plasmid-free,Plasmid-free
33629,48,3,immigration,A1,4417.85484953217,rifR,Ancestor,Ancestor
33630,48,3,immigration,M1,3645.63188427247,rifR,Mutant,Mutant
33631,48,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
33632,48,3,immigration,A2,244.027679022604,nalR,Ancestor,Ancestor
33633,48,3,immigration,M2,1753.68742413856,nalR,Mutant,Mutant
33634,48,3,immigration,F2,9999948.79816303,nalR,Plasmid-free,Plasmid-free
34329,49,3,immigration,A1,9294.10149078652,rifR,Ancestor,Ancestor
34330,49,3,immigration,M1,7549.87295151902,rifR,Mutant,Mutant
34331,49,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
34332,49,3,immigration,A2,516.519026246544,nalR,Ancestor,Ancestor
34333,49,3,immigration,M2,3657.99115407606,nalR,Mutant,Mutant
34334,49,3,immigration,F2,21307918.3006658,nalR,Plasmid-free,Plasmid-free
35029,50,3,immigration,A1,19550.0603655557,rifR,Ancestor,Ancestor
35030,50,3,immigration,M1,15633.361185913,rifR,Mutant,Mutant
35031,50,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
35032,50,3,immigration,A2,1100.5869303021,nalR,Ancestor,Ancestor
35033,50,3,immigration,M2,7690.58743852383,nalR,Mutant,Mutant
35034,50,3,immigration,F2,45397025.0521747,nalR,Plasmid-free,Plasmid-free
35729,51,3,immigration,A1,41111.581009692,rifR,Ancestor,Ancestor
35730,51,3,immigration,M1,32362.5764223603,rifR,Mutant,Mutant
35731,51,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
35732,51,3,immigration,A2,2377.58668865441,nalR,Ancestor,Ancestor
35733,51,3,immigration,M2,16435.8612408533,nalR,Mutant,Mutant
35734,51,3,immigration,F2,96690909.5666365,nalR,Plasmid-free,Plasmid-free
36429,52,3,immigration,A1,86393.0199198881,rifR,Ancestor,Ancestor
36430,52,3,immigration,M1,66948.1484961995,rifR,Mutant,Mutant
36431,52,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
36432,52,3,immigration,A2,5279.35630111546,nalR,Ancestor,Ancestor
36433,52,3,immigration,M2,36307.3519550902,nalR,Mutant,Mutant
36434,52,3,immigration,F2,205794725.185636,nalR,Plasmid-free,Plasmid-free
37129,53,3,immigration,A1,181181.346555896,rifR,Ancestor,Ancestor
37130,53,3,immigration,M1,138220.651241045,rifR,Mutant,Mutant
37131,53,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
37132,53,3,immigration,A2,12336.2417850222,nalR,Ancestor,Ancestor
37133,53,3,immigration,M2,85418.1949993903,nalR,Mutant,Mutant
37134,53,3,immigration,F2,437101077.982934,nalR,Plasmid-free,Plasmid-free
37829,54,3,immigration,A1,374750.931231158,rifR,Ancestor,Ancestor
37830,54,3,immigration,M1,281532.310034825,rifR,Mutant,Mutant
37831,54,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
37832,54,3,immigration,A2,30979.8090413981,nalR,Ancestor,Ancestor
37833,54,3,immigration,M2,221399.500660133,nalR,Mutant,Mutant
37834,54,3,immigration,F2,915392934.561973,nalR,Plasmid-free,Plasmid-free
38529,55,3,immigration,A1,412397.927045352,rifR,Ancestor,Ancestor
38530,55,3,immigration,M1,309187.760307085,rifR,Mutant,Mutant
38531,55,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
38532,55,3,immigration,A2,35280.1095740539,nalR,Ancestor,Ancestor
38533,55,3,immigration,M2,253972.356227722,nalR,Mutant,Mutant
38534,55,3,immigration,F2,1008999171.84685,nalR,Plasmid-free,Plasmid-free
39229,56,3,immigration,A1,412397.927045352,rifR,Ancestor,Ancestor
39230,56,3,immigration,M1,309187.760307085,rifR,Mutant,Mutant
39231,56,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
39232,56,3,immigration,A2,35280.1095740539,nalR,Ancestor,Ancestor
39233,56,3,immigration,M2,253972.356227722,nalR,Mutant,Mutant
39234,56,3,immigration,F2,1008999171.84685,nalR,Plasmid-free,Plasmid-free
39929,57,3,immigration,A1,412397.927045352,rifR,Ancestor,Ancestor
39930,57,3,immigration,M1,309187.760307085,rifR,Mutant,Mutant
39931,57,3,immigration,F1,0,rifR,Plasmid-free,Plasmid-free
39932,57,3,immigration,A2,35280.1095740539,nalR,Ancestor,Ancestor
39933,57,3,immigration,M2,253972.356227722,nalR,Mutant,Mutant
39934,57,3,immigration,F2,1008999171.84685,nalR,Plasmid-free,Plasmid-free
40629,58,3,immigration,A1,412397.927045352,rifR,Ancestor,Ancestor
